時間,洋蔥,香蕉,鳳梨,蒜頭,青梅,木瓜,柳橙,椪柑,蓮霧,棗子,新興梨,檸檬,芒果,水梨,番石榴,文旦,甜柿,桶柑,紅龍果,甘藍,結球白菜,茂谷柑,西瓜
2012-08-31,-,44.6,-,65.88,-,49,-,-,-,-,49.5,23.17,99,-,48,52.67,-,-,-,-,-,-,-
2012-09-01,-,44.6,-,65.88,-,51.67,-,-,-,-,49.5,24.83,-,-,54.33,55.67,-,-,-,-,-,-,-
2012-09-02,-,44.6,-,65.88,-,55.33,-,-,-,-,49.5,26.83,-,-,56.33,54.33,-,-,-,-,-,-,-
2012-09-03,-,44.6,-,66.03,-,55.33,-,-,-,-,54,19.75,-,-,49,39.33,-,-,-,-,-,-,-
2012-09-04,-,43.17,-,66.03,-,53,-,-,-,-,49,21.25,-,-,50,51.5,-,-,-,-,-,-,-
2012-09-05,-,43.5,-,66.03,-,47,-,-,-,-,48,29.17,-,-,51.67,50.75,-,-,-,-,-,-,-
2012-09-06,-,43.5,-,65.88,-,49.33,-,-,-,-,45.67,24.83,-,-,49.67,54,-,-,-,-,-,-,-
2012-09-07,-,42.33,-,65.88,-,51,-,-,-,-,45.33,24.5,-,-,52.33,51.2,-,-,-,-,-,-,-
2012-09-08,-,42.33,-,65.45,-,50.33,-,-,-,-,46,24.5,-,-,56,52.4,-,-,-,-,-,-,-
2012-09-09,-,42,-,65.45,-,50.33,-,-,-,-,46.67,24.5,-,-,57.33,52.8,-,-,-,-,-,-,-
2012-09-10,-,42,-,65.45,-,50,-,-,-,-,-,24.83,-,-,55,55.6,-,-,-,-,-,-,-
2012-09-11,-,41.83,-,65.3,-,49.33,-,-,-,-,46.67,25.5,-,-,61.33,56,-,-,-,-,-,-,-
2012-09-12,-,41.83,-,65.45,-,49,-,-,-,-,49.5,26,-,-,63.33,55.8,-,-,-,-,-,-,-
2012-09-13,-,41.33,-,65.45,-,49,-,-,-,-,48.5,28.33,-,-,65.33,54.8,-,-,-,-,-,-,-
2012-09-14,-,40.33,-,65.45,-,50.67,-,-,-,-,49,28.67,-,-,64.33,55.6,-,-,-,-,-,-,-
2012-09-15,-,40.83,-,65.33,-,49.67,-,-,-,-,50,32.83,-,-,63,54.2,-,-,-,-,-,-,-
2012-09-16,-,40.67,-,65.33,-,52,-,-,-,-,51,35,-,-,63.33,56.2,-,-,-,-,-,-,-
2012-09-17,-,40.5,-,65.33,-,52,-,-,-,-,-,29,-,-,55,55.2,-,-,-,-,-,-,-
2012-09-18,-,40.17,-,65.33,-,53,-,-,-,-,50.5,34.67,-,-,62.67,54.8,-,-,-,-,-,-,-
2012-09-19,-,39.83,-,65.33,-,53,-,-,-,-,49.5,33.33,-,-,62,53.8,-,-,-,-,-,-,-
2012-09-20,-,38.67,-,65.33,-,53,-,-,-,-,50.5,34.33,-,-,61.67,54,-,-,-,-,-,-,-
2012-09-21,-,38.17,-,65.33,-,50.33,-,-,-,-,51,36.17,-,-,62.33,51.4,-,-,-,-,-,-,-
2012-09-22,-,37.5,-,65.33,-,45.33,-,-,-,-,51,36.67,-,-,61.33,49.8,-,-,-,-,-,-,-
2012-09-23,-,37.17,-,65.33,-,44,-,-,-,-,51,36,-,-,60,49,-,-,-,-,-,-,-
2012-09-24,-,37.17,-,65.33,-,43.33,-,-,-,-,42,33.25,-,-,56.5,47.8,-,-,-,-,-,-,-
2012-09-25,-,37.17,-,65.33,-,42.33,-,-,-,-,49,39.67,-,-,57,47,-,-,-,-,-,-,-
2012-09-26,-,37.17,-,65.08,-,42.33,-,-,-,-,50,39.33,-,-,53,50,-,-,-,-,-,-,-
2012-09-27,-,36.33,-,65.08,-,38.67,-,-,-,-,50,42,-,-,49,46.75,-,-,-,-,-,-,-
2012-09-28,-,36,-,65.08,-,36.67,-,-,-,-,51,41.83,-,-,45,47.5,-,-,-,-,-,-,-
2012-09-29,-,36.33,-,65.08,-,35.67,-,-,-,-,51,43,-,-,45,-,-,-,-,-,-,-,-
2012-09-30,-,36.33,-,65.08,-,35.67,-,-,-,-,51,44.33,-,-,42.33,-,-,-,-,-,-,-,-
2012-10-01,-,36,-,65.08,-,37.6,10.7,-,-,-,-,-,-,-,30.8,-,-,-,-,-,-,-,-
2012-10-02,-,33.33,-,65.08,-,37.4,10.7,-,-,-,-,-,-,-,28.15,-,-,-,-,-,-,-,-
2012-10-03,-,32.5,-,65.08,-,37.8,12.85,-,-,-,-,-,-,-,37,-,-,-,-,-,-,-,-
2012-10-04,-,30.67,-,65.08,-,35.2,12.35,-,-,-,-,-,-,-,36.15,-,-,-,-,-,-,-,-
2012-10-05,-,29.67,-,65.08,-,35.6,12.35,-,-,-,-,-,-,-,35.25,-,-,-,-,-,-,-,-
2012-10-06,-,28,-,65.08,-,34,12.35,31,-,-,-,-,-,-,35.25,-,-,-,-,-,-,-,-
2012-10-07,-,26.67,-,65.08,-,34.2,12.85,31,-,-,-,-,-,-,36.25,-,-,-,-,-,-,-,-
2012-10-08,-,26.67,-,65.08,-,33.4,10.7,31,-,-,-,-,-,-,31.15,-,-,-,-,-,-,-,-
2012-10-09,-,26.67,-,65.08,-,33,12.35,31,-,-,-,-,-,-,35.75,-,-,-,-,-,-,-,-
2012-10-10,-,26.67,-,65.08,-,32,12.35,30,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-
2012-10-11,-,26.67,-,65.08,-,30.4,11.9,30,-,-,-,-,-,-,35.5,-,-,-,-,-,-,-,-
2012-10-12,-,26.67,-,65.08,-,29.8,12.35,30,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-
2012-10-13,-,26.67,-,64.65,-,29.8,12.23,30,-,-,-,-,-,-,35.75,-,-,-,-,-,-,-,-
2012-10-14,-,26.67,-,64.65,-,29.8,12.23,30,-,-,-,-,-,-,35.25,-,-,-,-,-,-,-,-
2012-10-15,-,28,-,64.65,-,30,11.35,30.5,-,-,-,-,-,-,32.5,-,-,-,-,-,-,-,-
2012-10-16,-,29.33,-,64.65,-,30.8,12.35,31,-,-,-,-,-,-,34.83,-,-,-,-,-,-,-,-
2012-10-17,-,30,-,64.65,-,30.4,11.9,31,-,-,-,-,-,-,33.65,-,-,-,-,-,-,-,-
2012-10-18,-,30.67,-,64.65,-,29.8,11.93,31,-,-,-,-,-,-,34.25,-,-,-,-,-,-,-,-
2012-10-19,-,32,-,64.65,-,29.6,11.93,31,-,-,-,-,-,-,34.75,-,-,-,-,-,-,-,-
2012-10-20,-,33.33,-,64.65,-,29.4,12.57,30,-,-,-,-,-,-,34.08,-,-,-,-,-,-,-,-
2012-10-21,-,34,-,64.65,-,29.6,12.57,30,-,-,-,-,-,-,34.08,-,-,-,-,-,-,-,-
2012-10-22,-,34,-,64.65,-,29.6,11.9,30,-,-,-,-,-,-,31.65,-,-,-,-,-,-,-,-
2012-10-23,-,36,-,64.65,-,30.6,12.18,30,-,-,-,-,-,-,34.33,-,-,-,-,-,-,-,-
2012-10-24,-,36,-,64.65,-,31.4,12.43,29,-,-,-,-,-,-,34.58,-,-,-,-,-,-,-,-
2012-10-25,-,37.33,-,64.65,-,33,12.68,29.5,-,-,-,-,-,-,34.4,-,-,-,-,-,-,-,-
2012-10-26,-,38.67,-,64.65,-,33.4,12.43,29.5,-,-,-,-,-,-,35,-,-,-,-,-,-,-,-
2012-10-27,-,40,-,64.65,-,33.4,12.93,29.5,-,-,-,-,-,-,34,-,-,-,-,-,-,-,-
2012-10-28,-,40.67,-,64.65,-,34.2,12.43,29.5,-,-,-,-,-,-,34,-,-,-,-,-,-,-,-
2012-10-29,-,40.67,-,63.4,-,34.6,11.9,28.5,-,-,-,-,-,-,32,-,-,-,-,-,-,-,-
2012-10-30,-,40.67,-,63.4,-,35,12.18,28.5,-,-,-,-,-,-,35,-,-,-,-,-,-,-,-
2012-10-31,-,42,-,62.9,-,33.6,12.43,27.5,-,-,-,-,-,-,32.83,-,-,-,-,-,-,-,-
2012-11-01,-,38.67,-,-,-,32.6,12.28,28.38,-,-,-,-,-,-,34.33,-,-,-,-,-,-,-,-
2012-11-02,-,39.33,-,-,-,33.2,12.28,28,-,-,-,-,-,-,35,-,-,-,-,-,-,-,-
2012-11-03,-,38.67,-,-,-,34,13.12,27.75,-,-,-,-,-,-,36.67,-,-,-,-,-,-,-,-
2012-11-04,-,38,-,-,-,34.2,12.95,28,-,-,-,-,-,-,37,-,-,-,-,-,-,-,-
2012-11-05,-,38,-,-,-,34,12.54,27,-,-,-,-,-,-,35,-,-,-,-,-,-,-,-
2012-11-06,-,35.67,-,-,-,33.6,12.62,27.5,-,-,-,-,-,-,38.33,-,-,-,-,-,-,-,-
2012-11-07,-,35,-,-,-,32.6,12.62,27.25,-,-,-,-,-,-,37,-,-,-,-,-,-,-,-
2012-11-08,-,33.67,-,-,-,32.8,12.62,27,-,-,-,-,-,-,37,-,-,-,-,-,-,-,-
2012-11-09,-,32.33,-,-,-,34,12.45,26.75,-,-,-,-,-,-,36.33,-,-,-,-,-,-,-,-
2012-11-10,-,33.33,-,-,-,34.2,12.45,25.38,-,-,-,-,-,-,37.33,-,-,-,-,-,-,-,-
2012-11-11,-,-,-,-,-,35,12.45,25.63,-,-,-,-,-,-,37,-,-,-,-,-,-,-,-
2012-11-12,-,31.33,-,-,-,35.2,12.14,25.5,-,-,-,-,-,-,37,-,-,-,-,-,-,-,-
2012-11-13,-,30,-,-,-,35.8,12.53,26.63,-,-,-,-,-,-,37.67,-,-,-,-,-,-,-,-
2012-11-14,-,28.67,-,-,-,37.4,12.2,26.88,-,-,-,-,-,-,37.67,-,-,-,-,-,-,-,-
2012-11-15,-,28.67,-,-,-,39.2,12.7,26.63,-,-,-,-,-,-,37.67,-,-,-,-,-,-,-,-
2012-11-16,-,28,-,-,-,39.4,12.7,26.38,-,-,-,-,-,-,37,-,-,-,-,-,-,-,-
2012-11-17,-,28,-,-,-,40.8,12.37,25.88,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-
2012-11-18,-,28,-,-,-,39.6,12.53,25.63,-,-,-,-,-,-,35.33,-,-,-,-,-,-,-,-
2012-11-19,-,28,-,-,-,40,12.24,25.17,-,-,-,-,-,-,35,-,-,-,-,-,-,-,-
2012-11-20,-,29.33,-,-,-,40.4,12.7,25.38,-,-,-,-,-,-,35.67,-,-,-,-,-,-,-,-
2012-11-21,-,30,-,-,-,41.8,12.7,24.88,-,-,-,-,-,-,34,-,-,-,-,-,-,-,-
2012-11-22,-,29.67,-,-,-,42.4,12.7,24.38,-,-,-,-,-,-,31.67,-,-,-,-,-,-,-,-
2012-11-23,-,29.83,-,-,-,41.8,12.7,27.25,-,-,-,-,-,-,29.33,-,-,-,-,-,-,-,-
2012-11-24,-,30.33,-,-,-,39,12.7,25.88,-,-,-,-,-,-,26.67,-,-,-,-,-,-,-,-
2012-11-25,-,30.33,-,-,-,42,12.53,25.88,-,-,-,-,-,-,27,-,-,-,-,-,-,-,-
2012-11-26,-,30,-,-,-,41.4,12.44,23.17,-,-,-,-,-,-,30,-,-,-,-,-,-,-,-
2012-11-27,-,30.33,-,-,-,46,12.2,26.13,-,-,-,-,-,-,24.33,-,-,-,-,-,-,-,-
2012-11-28,-,30,-,-,-,47,12.2,26.13,-,-,-,-,-,-,25,-,-,-,-,-,-,-,-
2012-11-29,-,31,-,-,-,48.7,12.2,25.63,-,-,-,-,-,-,23,-,-,-,-,-,-,-,-
2012-11-30,-,31.33,-,-,-,50.2,12.33,25.38,-,-,-,-,-,-,21.33,-,-,-,-,-,-,-,-
2012-12-01,-,31,-,-,-,-,13.08,29.88,79,-,-,-,-,-,20,-,-,-,-,-,-,-,-
2012-12-02,-,31,-,-,-,-,13.08,29.88,75.5,-,-,-,-,-,16.67,-,-,-,-,-,-,-,-
2012-12-03,-,32.67,-,-,-,-,13.08,28.17,75,-,-,-,-,-,19,-,-,-,-,-,-,-,-
2012-12-04,-,32.33,-,-,-,-,13.08,28.63,77.5,-,-,-,-,-,16.33,-,-,-,-,-,-,-,-
2012-12-05,-,33.67,-,-,-,-,13.08,28.5,76.33,-,-,-,-,-,16,-,-,-,-,-,-,-,-
2012-12-06,-,33,-,-,-,-,13.08,28.38,73,-,-,-,-,-,16.33,-,-,-,-,-,-,-,-
2012-12-07,-,34.33,-,-,-,-,13.08,28.88,71,-,-,-,-,-,15.67,-,-,-,-,-,-,-,-
2012-12-08,-,37,-,-,-,-,13.08,28.38,64.5,50,-,-,-,-,15.67,-,-,-,-,-,-,-,-
2012-12-09,-,37,-,-,-,-,12.92,28.13,62.5,55,-,-,-,-,14,-,-,-,-,-,-,-,-
2012-12-10,-,37,-,-,-,-,12.92,28.33,77.5,60,-,-,-,-,14,-,-,-,-,-,-,-,-
2012-12-11,-,39.33,-,-,-,-,13.08,29.75,69,62.5,-,-,-,-,14,-,-,-,-,-,-,-,-
2012-12-12,-,42,-,-,-,-,13.08,30.25,70.33,63.75,-,-,-,-,14.33,-,-,-,-,-,-,-,-
2012-12-13,-,44,-,-,-,-,13.33,30.25,71.33,64.25,-,-,-,-,14.67,-,-,-,-,-,-,-,-
2012-12-14,-,44,-,-,-,-,13.58,29.63,68,65,-,-,-,-,14.67,-,-,-,-,-,-,-,-
2012-12-15,-,44,-,-,-,-,13.58,30.75,65,62.5,-,-,-,-,14,-,-,-,-,-,-,-,-
2012-12-16,-,44,-,-,-,-,13.58,30.75,64.67,61.25,-,-,-,-,14,-,-,-,-,-,-,-,-
2012-12-17,-,44,-,-,-,-,14.3,29.83,60,65,-,-,-,-,12,-,-,-,-,-,-,-,-
2012-12-18,-,44.33,-,-,-,-,14.3,30.63,62.33,56.25,-,-,-,-,13,-,-,-,-,-,-,-,-
2012-12-19,-,44,-,-,-,-,14.5,31.5,61.67,53.5,-,-,-,-,11.67,-,-,-,-,-,-,-,-
2012-12-20,-,44,-,-,-,-,14.3,31,61.33,50.25,-,-,-,-,11,-,-,-,-,-,-,-,-
2012-12-21,-,44,-,-,-,-,14.3,31,61.67,50,-,-,-,-,11,-,-,-,-,-,-,-,-
2012-12-22,-,44,-,-,-,-,14.3,30.83,64,50,-,-,-,-,11,-,-,-,-,-,-,-,-
2012-12-23,-,44,-,-,-,-,14.38,32,62,51.25,-,-,-,-,10.67,-,-,-,-,-,-,-,-
2012-12-24,-,44,-,-,-,-,14.3,32.33,67.5,50,-,-,-,-,9,-,-,-,-,-,-,-,-
2012-12-25,-,40,-,-,-,-,14.3,32.33,62.33,51.25,-,-,-,-,10,-,-,-,-,-,-,-,-
2012-12-26,-,39.33,-,-,-,-,14.3,32.33,63.33,52.5,-,-,-,-,10,-,-,-,-,-,-,-,-
2012-12-27,-,39.33,-,-,-,-,14.5,32.33,62.67,52,-,-,-,-,10,-,-,-,-,-,-,-,-
2012-12-28,-,40.67,-,-,-,-,14.5,32.33,62.33,52,-,-,-,-,9.67,-,-,-,-,-,-,-,-
2012-12-29,-,37.67,-,-,-,-,14.3,33.33,61,52.25,-,-,-,-,9.33,-,-,-,-,-,-,-,-
2012-12-30,-,37.67,-,-,-,-,14.3,33.33,61.67,51,-,-,-,-,9.33,-,-,-,-,-,-,-,-
2012-12-31,-,35.67,-,-,-,-,14.3,33.33,60,52.5,-,-,-,-,9,-,-,-,-,-,-,-,-
2013-01-01,-,33.67,-,-,-,-,14.3,33.5,63.33,50,-,-,-,-,10.67,-,-,40,-,-,-,-,-
2013-01-02,-,33.67,-,-,-,-,14.3,33.5,62.67,50,-,-,-,-,10,-,-,40,-,-,-,-,-
2013-01-03,-,33.33,-,-,-,-,14.3,33.5,62.33,46.25,-,-,-,-,9.33,-,-,40,-,-,-,-,-
2013-01-04,-,33.33,-,-,-,-,14.8,33.5,60,42.25,-,-,-,-,8.67,-,-,41,-,-,-,-,-
2013-01-05,-,33.67,-,-,-,-,14.9,33.5,62.67,42.75,-,-,-,-,9.33,-,-,41,-,-,-,-,-
2013-01-06,-,33.33,-,-,-,-,14.9,33.5,62,42.25,-,-,-,-,9.33,-,-,40,-,-,-,-,-
2013-01-07,-,31,-,-,-,-,14.9,33.5,60,42,-,-,-,-,8,-,-,40,-,-,-,-,-
2013-01-08,-,28,-,-,-,-,15.2,33.25,58.67,44,-,-,-,-,10,-,-,42,-,-,-,-,-
2013-01-09,-,28,-,-,-,-,15.2,33.25,60,42.75,-,-,-,-,9.67,-,-,42,-,-,-,-,-
2013-01-10,-,27.33,-,-,-,-,15.2,33,61.67,42,-,-,-,-,9.33,-,-,41,-,-,-,-,-
2013-01-11,-,27.33,-,-,-,-,15.2,33,64,42.75,-,-,-,-,10.33,-,-,40,-,-,-,-,-
2013-01-12,-,27,-,-,-,-,15.2,33,62.33,43.5,-,-,-,-,11.33,-,-,41,-,-,-,-,-
2013-01-13,-,27,-,-,-,-,15.2,33.5,59.67,43.5,-,-,-,-,11.33,-,-,39,-,-,-,-,-
2013-01-14,-,26.33,-,-,-,-,15.2,33.5,60,42,-,-,-,-,9,-,-,-,-,-,-,-,-
2013-01-15,-,26,-,-,-,-,15.2,33.5,63.33,42.75,-,-,-,-,11,-,-,38,-,-,-,-,-
2013-01-16,-,26.67,-,-,-,-,15.2,34,60,43,-,-,-,-,11.33,-,-,38,-,-,-,-,-
2013-01-17,-,27.67,-,-,-,-,15.2,34,60.33,42.75,-,-,-,-,11,-,-,36,-,-,-,-,-
2013-01-18,-,27.33,-,-,-,-,15.2,34,61.67,41.5,-,-,-,-,11.33,-,-,36,-,-,-,-,-
2013-01-19,-,28.33,-,-,-,-,15.2,34.5,61,41.25,-,-,-,-,10.67,-,-,37,-,-,-,-,-
2013-01-20,-,28.33,-,-,-,-,15.2,34.5,63,42.75,-,-,-,-,11.67,-,-,37,-,-,-,-,-
2013-01-21,-,28,-,-,-,-,15.4,34.5,-,41.67,-,-,-,-,12,-,-,-,-,-,-,-,-
2013-01-22,-,29.67,-,-,-,-,15.4,34.5,63,41.5,-,-,-,-,15,-,-,36,-,-,-,-,-
2013-01-23,-,30.33,-,-,-,-,15.4,34.5,64,41,-,-,-,-,15.67,-,-,38,-,-,-,-,-
2013-01-24,-,30.33,-,-,-,-,15.4,35,65,40.5,-,-,-,-,15.67,-,-,34,-,-,-,-,-
2013-01-25,-,30.67,-,-,-,-,15.8,35,62.67,41.5,-,-,-,-,15.67,-,-,35,-,-,-,-,-
2013-01-26,-,31,-,-,-,-,17.17,35.5,60,40,-,-,-,-,16.67,-,-,35,-,-,-,-,-
2013-01-27,-,31,-,-,-,-,17.17,35.5,59.33,38.75,-,-,-,-,16.33,-,-,35,-,-,-,-,-
2013-01-28,-,31,-,-,-,-,17.17,35.5,60,39,-,-,-,-,13,-,-,35,-,-,-,-,-
2013-01-29,-,33.67,-,-,-,-,17.17,35,62,37.75,-,-,-,-,16.33,-,-,34,-,-,-,-,-
2013-01-30,-,35,-,-,-,-,17.17,35.5,62.33,37.25,-,-,-,-,16,-,-,34,-,-,-,-,-
2013-01-31,-,35,-,-,-,-,17.17,35.5,60.67,37,-,-,-,-,13.67,-,-,35,-,-,-,-,-
2013-02-01,13,34.67,-,-,-,-,16.75,-,60.33,36.75,-,-,-,-,14,-,-,35,-,-,-,-,-
2013-02-02,13,35.33,-,-,-,-,18,-,60.33,35.5,-,-,-,-,15.33,-,-,37.5,-,-,-,-,-
2013-02-03,13,35.67,-,-,-,-,18,-,61.67,35,-,-,-,-,15.33,-,-,37.5,-,-,-,-,-
2013-02-04,13,35.33,-,-,-,-,18,-,70,34.67,-,-,-,-,11,-,-,40,-,-,-,-,-
2013-02-05,15,35.33,-,-,-,-,18,-,62.33,37.75,-,-,-,-,16,-,-,40,-,-,-,-,-
2013-02-06,15,36.67,-,-,-,-,19,-,66,40.25,-,-,-,-,15.67,-,-,42.5,-,-,-,-,-
2013-02-07,15,36.67,-,-,-,-,19,-,69.33,42,-,-,-,-,15.33,-,-,40,-,-,-,-,-
2013-02-08,15,36.67,-,-,-,-,19,-,70.33,43.25,-,-,-,-,16.33,-,-,41,-,-,-,-,-
2013-02-09,15,36.67,-,-,-,-,19,-,69.67,40.25,-,-,-,-,15,-,-,42.5,-,-,-,-,-
2013-02-15,15,36,-,-,-,-,19,-,67.67,36.25,-,-,-,-,13.33,-,-,39,-,-,-,-,-
2013-02-16,15,36,-,-,-,-,19,-,65.67,36.25,-,-,-,-,12.67,-,-,40,-,-,-,-,-
2013-02-17,15,34.33,-,-,-,-,19,-,66,35.5,-,-,-,-,12.33,-,-,39.5,-,-,-,-,-
2013-02-18,15,34,-,-,-,-,19,-,80,33,-,-,-,-,11,-,-,-,-,-,-,-,-
2013-02-19,15,31.33,-,-,-,-,19,-,62,36.25,-,-,-,-,12.67,-,-,34,-,-,-,-,-
2013-02-20,15,30.67,-,-,-,-,22,-,58,34.25,-,-,-,-,12,-,-,31,-,-,-,-,-
2013-02-21,13,30.67,-,-,-,-,22,-,56,32.75,-,-,-,-,10.67,-,-,30.5,-,-,-,-,-
2013-02-22,13,28.67,-,-,-,-,25,-,56,33.25,-,-,-,-,11.33,-,-,30,-,-,-,-,-
2013-02-23,11,28,-,-,-,-,24,-,56,32.75,-,-,-,-,12.67,-,-,30,-,-,-,-,-
2013-02-24,9,28.67,-,-,-,-,24,-,57,33,-,-,-,-,14.33,-,-,33,-,-,-,-,-
2013-02-25,9,28.33,-,-,-,-,24,-,60,31,-,-,-,-,10,-,-,-,-,-,-,-,-
2013-02-26,9,29,-,-,-,-,24,-,62.5,27,-,-,-,-,11,-,-,-,-,-,-,-,-
2013-02-27,9,27.67,-,-,-,-,24,-,57.67,34.25,-,-,-,-,14,-,-,31.5,-,-,-,-,-
2013-02-28,9,28,-,-,-,-,25,-,55.67,32.5,-,-,-,-,14.33,-,-,34,-,-,-,-,-
2013-03-01,13.18,28,30,62.5,-,-,-,-,55.33,32,-,-,-,-,14,-,-,34,-,-,-,-,-
2013-03-02,13.18,27.8,30,62.75,-,-,-,-,53,31.75,-,-,-,-,14,-,-,31,-,-,-,-,-
2013-03-03,13.18,26,30,66.8,-,-,-,-,52.67,32,-,-,-,-,13.67,-,-,30,-,-,-,-,-
2013-03-04,13.18,25.8,30,66.8,-,-,-,-,57.5,27,-,-,-,-,13,-,-,-,-,-,-,-,-
2013-03-05,13.18,25.2,30,66.8,-,-,-,-,51.67,32,-,-,-,-,14,-,-,30.5,-,-,-,-,-
2013-03-06,13.33,25.4,30,66.8,-,-,-,-,51.67,33,-,-,-,-,15.67,-,-,30.5,-,-,-,-,-
2013-03-07,11.83,25.2,30,66.8,-,-,-,-,51.67,34.25,-,-,-,-,17,-,-,31.5,-,-,-,-,-
2013-03-08,11.83,25.2,30,66.8,-,-,-,-,51.33,35,-,-,-,-,16.67,-,-,31,-,-,-,-,-
2013-03-09,11.7,24.4,30,66.8,-,-,-,-,51.33,39.5,-,-,-,-,17,-,-,32,-,-,-,-,-
2013-03-10,11.7,24.4,30,66.8,-,-,-,-,53.67,39.25,-,-,-,-,16.67,-,-,33,-,-,-,-,-
2013-03-11,11.7,24,30,68.3,-,-,-,-,60,37.5,-,-,-,-,19,-,-,-,-,-,-,-,-
2013-03-12,11.33,25,31,68.2,-,-,-,-,53.33,40,-,-,-,-,17.67,-,-,32,-,-,-,-,-
2013-03-13,11.25,25.2,32,68.22,-,-,-,-,51.67,39.25,-,-,-,-,16.33,-,-,32,-,-,-,-,-
2013-03-14,11.25,25,35,68.2,-,-,-,-,49.33,39.25,-,-,-,-,17,-,-,29,-,-,-,-,-
2013-03-15,11.1,25.8,35,68.2,-,-,-,-,49,38,-,-,-,-,16.33,-,-,30,-,-,-,-,-
2013-03-16,11.83,27.6,26.5,68.2,-,-,-,-,49,40,-,-,-,-,15.33,-,-,30,-,-,-,-,-
2013-03-17,11.83,27.4,26,68.2,-,-,-,-,50,38.5,-,-,-,-,15.33,-,-,30,-,-,-,-,-
2013-03-18,11.83,27.8,21,68.2,-,-,-,-,65,34,-,-,-,-,17,-,-,30,-,-,-,-,-
2013-03-19,11.9,29.4,28,63.36,-,-,-,-,51,38.33,-,-,-,-,15.33,-,-,29,-,-,-,-,-
2013-03-20,11.9,29.6,28,63.36,-,-,-,-,49.67,37,-,-,-,-,15.67,-,-,29,-,-,-,-,-
2013-03-21,11.9,29.6,28,63.36,-,-,-,-,48.33,37.5,-,-,-,-,15.33,-,-,29,-,-,-,-,-
2013-03-22,11.9,30.4,28.5,63.36,-,-,-,-,47.67,35.5,-,-,-,-,15,-,-,29.5,-,-,-,-,-
2013-03-23,11.9,30.4,28,63.36,-,-,-,-,50,36.5,-,-,-,-,14.33,-,-,29.5,-,-,-,-,-
2013-03-24,11.9,30.4,28,63.36,-,-,-,-,51.67,34.5,-,-,-,-,14,-,-,29.5,-,-,-,-,-
2013-03-25,11.9,29.6,28,63.36,-,-,-,-,60,32,-,-,-,-,18,-,-,-,-,-,-,-,-
2013-03-26,11.57,30,28,63.36,-,-,-,-,50.67,35,-,-,-,-,14.33,-,-,30,-,-,-,-,-
2013-03-27,11.33,30,28,63.36,-,-,-,-,49,35,-,-,-,-,13,-,-,28,-,-,-,-,-
2013-03-28,11.33,30,26.5,64.58,-,-,-,-,46.67,30,-,-,-,-,12.33,-,-,28,-,-,-,-,-
2013-03-29,11.33,29.6,26.5,64.58,-,-,-,-,46.67,30,-,-,-,-,12.67,-,-,27,-,-,-,-,-
2013-03-30,11.33,28.6,25.5,64.08,-,-,-,-,49,28,-,-,-,-,12.67,-,-,27,-,-,-,-,-
2013-03-31,11.57,28.6,25.5,64.08,-,-,-,-,50.33,25,-,-,-,-,13,-,-,27.5,-,-,-,-,-
2013-04-01,11.57,27.75,23.33,62.6,10.33,-,-,-,65,-,-,-,-,-,16,-,-,-,-,-,-,-,-
2013-04-02,11.57,24.75,22.8,62.6,10.75,-,-,-,47.33,-,-,-,-,-,12.67,-,-,-,-,-,-,-,-
2013-04-03,11.57,24.25,22.8,63.43,10.2,-,-,-,47,-,-,-,-,-,13,-,-,-,-,-,-,-,-
2013-04-04,11.47,22.75,23,63.43,10,-,-,-,60,-,-,-,-,-,15,-,-,-,-,-,-,-,-
2013-04-05,11.47,22.5,21.67,62.73,10.2,-,-,-,60,-,-,-,-,-,16,-,-,-,-,-,-,-,-
2013-04-06,11.47,22.25,22,63.43,10.2,-,-,-,49.33,-,-,-,-,-,12.67,-,-,-,-,-,-,-,-
2013-04-07,11.47,22.25,20.8,63.43,9.67,-,-,-,53.5,-,-,-,-,-,12.67,-,-,-,-,-,-,-,-
2013-04-08,11.47,22.25,21,63.43,10.2,-,-,-,60,-,-,-,-,-,16,-,-,-,-,-,-,-,-
2013-04-09,11.47,21.5,20.6,62.6,10.2,-,-,-,50.33,-,-,-,-,-,12.67,-,-,-,-,-,-,-,-
2013-04-10,11.47,21,20.8,62.6,10,-,-,-,48.33,-,-,-,-,-,11.33,-,-,-,-,-,-,-,-
2013-04-11,11.47,21.75,20.6,62.6,11,-,-,-,48.33,-,-,-,-,-,11.33,-,-,-,-,-,-,-,-
2013-04-12,11.47,21.75,20.14,62.6,11,-,-,-,49,-,-,-,-,-,10.33,-,-,-,-,-,-,-,-
2013-04-13,11.47,21.5,20,62.6,11,-,-,-,49.33,-,-,-,-,-,11.67,-,-,-,-,-,-,-,-
2013-04-14,11.47,21.5,19.4,62.6,10.67,-,-,-,49.67,-,-,-,-,-,12,-,-,-,-,-,-,-,-
2013-04-15,11.47,21.5,16,62.6,11,-,-,-,50,-,-,-,-,-,14,-,-,-,-,-,-,-,-
2013-04-16,12.2,23.25,18.4,62.6,11,-,-,-,51.33,-,-,-,-,-,11.33,-,-,-,-,-,-,-,-
2013-04-17,12.2,24.25,17.4,62.73,11,-,-,-,51.67,-,-,-,-,-,12.33,-,-,-,-,-,-,-,-
